Image1_Path,Image1_Name,Image2_Path,Image2_Name,Reconstruction_Type,Winner,Labeler_Name,Notes,Created_At,Brightness_1,Brightness_2,Confidence,canonical_type,pair_id,resolved_img1,resolved_img2,type_idx,confidence_weight
Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,069_RR220204A_293C_1706.bmp,Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,147_RR220206A_1024C_1953.bmp,(1 x 1),1,SY,,2025-12-14 08:53:40,,,,(1 x 1),Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp || Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,0,1.0
Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,069_RR220204A_293C_1706.bmp,Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,147_RR220206A_1024C_1953.bmp,(√13 x √13),1,SY,,2025-12-14 08:53:40,,,,(√13 x √13),Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp || Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,3,1.0
Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,069_RR220204A_293C_1706.bmp,Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,147_RR220206A_1024C_1953.bmp,c(6 x 2),2,SY,,2025-12-14 08:53:40,,,,c(6 x 2),Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp || Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,2,1.0
Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,069_RR220204A_293C_1706.bmp,Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,147_RR220206A_1024C_1953.bmp,Twinned(2 x 1),1,SY,,2025-12-14 08:53:40,,,,Twinned(2 x 1),Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp || Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,1,1.0
Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,069_RR220204A_293C_1706.bmp,Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,147_RR220206A_1024C_1953.bmp,HTR,2,SY,,2025-12-14 08:53:40,,,,HTR,Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp || Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,4,1.0
Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,030_RR220411A_291C_1437.bmp,Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,068_RR220206A_362C_1759.bmp,HTR,not_apply,SY,,2025-12-10T16:55:52.310990,,,,HTR,Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp || Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,4,1.0
Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,030_RR220411A_291C_1437.bmp,Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,068_RR220206A_362C_1759.bmp,c(6 x 2),not_apply,SY,,2025-12-10T16:55:53.064524,,,,c(6 x 2),Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp || Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,2,1.0
Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,030_RR220411A_291C_1437.bmp,Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,068_RR220206A_362C_1759.bmp,(√13 x √13),not_apply,SY,,2025-12-10T16:55:53.741160,,,,(√13 x √13),Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp || Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,3,1.0
Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,030_RR220411A_291C_1437.bmp,Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,068_RR220206A_362C_1759.bmp,(1 x 1),1,SY,,2025-12-10T16:55:54.432756,,,,(1 x 1),Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp || Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,0,1.0
Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,030_RR220411A_291C_1437.bmp,Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,068_RR220206A_362C_1759.bmp,Twinned(2 x 1),not_apply,SY,,2025-12-10T16:55:55.152158,,,,Twinned(2 x 1),Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp || Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp,1,1.0
Trajectories/2022-04-11/359_RR220411A_675C_1926.bmp,359_RR220411A_675C_1926.bmp,Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp,262_RR220204A_793C_1932.bmp,c(6 x 2),2,AJ,,2025-12-06 01:24:10,,,,c(6 x 2),Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp || Trajectories/2022-04-11/359_RR220411A_675C_1926.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/359_RR220411A_675C_1926.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp,2,1.0
Trajectories/2022-04-11/359_RR220411A_675C_1926.bmp,359_RR220411A_675C_1926.bmp,Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp,262_RR220204A_793C_1932.bmp,(√13 x √13),1,AJ,,2025-12-06 01:24:10,,,,(√13 x √13),Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp || Trajectories/2022-04-11/359_RR220411A_675C_1926.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/359_RR220411A_675C_1926.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp,3,1.0
Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp,443_RR220411A_303C_2007.bmp,Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp,397_RR220411A_528C_1948.bmp,(√13 x √13),tie,AJ,,2025-12-12T00:18:11.173158,,,,(√13 x √13),Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp,3,1.0
Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,111_RR220411A_536C_1546.bmp,Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,175_RR220411A_765C_1645.bmp,(√13 x √13),not_apply,Jiangang,,2026-01-05T15:49:28.098935,302.0,335.0,Confident,(√13 x √13),Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,3,1.0
Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,111_RR220411A_536C_1546.bmp,Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,175_RR220411A_765C_1645.bmp,(1 x 1),tie,Jiangang,,2026-01-05T15:49:29.047838,302.0,335.0,Confident,(1 x 1),Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,0,1.0
Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,111_RR220411A_536C_1546.bmp,Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,175_RR220411A_765C_1645.bmp,Twinned(2 x 1),not_apply,Jiangang,,2026-01-05T15:49:30.061380,302.0,335.0,Confident,Twinned(2 x 1),Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,1,1.0
Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,111_RR220411A_536C_1546.bmp,Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,175_RR220411A_765C_1645.bmp,HTR,not_apply,Jiangang,,2026-01-05T15:49:30.891749,302.0,335.0,Confident,HTR,Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,4,1.0
Trajectories/2022-04-11/164_RR220411A_724C_1635.bmp,164_RR220411A_724C_1635.bmp,Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp,174_RR220204A_527C_1818.bmp,(1 x 1),1,AJ,,2025-12-11T15:15:31.412774,,,,(1 x 1),Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp || Trajectories/2022-04-11/164_RR220411A_724C_1635.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/164_RR220411A_724C_1635.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp,0,1.0
Trajectories/2022-04-11/164_RR220411A_724C_1635.bmp,164_RR220411A_724C_1635.bmp,Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp,174_RR220204A_527C_1818.bmp,(√13 x √13),2,AJ,,2025-12-11T15:15:32.569831,,,,(√13 x √13),Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp || Trajectories/2022-04-11/164_RR220411A_724C_1635.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/164_RR220411A_724C_1635.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp,3,1.0
Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,383_RR220411A_597C_1941.bmp,Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp,097_RR220204A_405C_1727.bmp,c(6 x 2),1,SY,,2025-12-23T22:35:07.180457,259.0,240.0,Confident,c(6 x 2),Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp || Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp,2,1.0
Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,383_RR220411A_597C_1941.bmp,Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp,097_RR220204A_405C_1727.bmp,(√13 x √13),1,SY,,2025-12-23T22:35:08.622839,259.0,240.0,Confident,(√13 x √13),Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp || Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp,3,1.0
Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,383_RR220411A_597C_1941.bmp,Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp,097_RR220204A_405C_1727.bmp,Twinned(2 x 1),2,SY,,2025-12-23T22:35:10.000147,259.0,240.0,Confident,Twinned(2 x 1),Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp || Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,/content/rl_quantum_2026summer/data/original data/Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp,1,1.0
